GN;Promax;Código SAP;Rede Código;CNPJ;Inplant;Rede;CDD;EG DV;Nome;UNB;PDV;Segunda;Terça;Quarta;Quinta;Sexta;Sábado;LAT;LONG
Pedro;84;10006379;806;63960022331;Maria Carolina Melo Veloso;Sam´S Clube;GAM;676160;Sams Aguas Claras;39;84;0;1;0;0;0;0;-15,8332437;-48,0407443
Pedro;85;10009401;806;63960015718;Maria Carolina Melo Veloso;Sam´S Clube;GAM;662151;Sams Asa Norte;39;85;0;1;0;0;0;0;-15,7336188;-47,9010516
Pedro;88;10011307;2,00E+00;4,75084E+13;Maria Carolina Melo Veloso;Cia Bras.Distrib.;GAM;666530;Cd-Df - Grupo Pao De;39;88;1;1;1;1;1;1;-15,7885184;-47,9785035
Pedro;4020;10012444;2,00E+00;4,75084E+13;Maria Carolina Melo Veloso;Cia Bras.Distrib.;GAM;229253;1602 - Pa Guara;39;4020;0;0;0;0;1;0;-15,81639;-47,98118
Pedro;12841;10013631;2,00E+00;4,75084E+13;Maria Carolina Melo Veloso;Cia Bras.Distrib.;GAM;229466;310 - PA 516 Sul;39;12841;0;0;0;1;0;0;-15,8284021;-47,9276154
Pedro;13150;10019841;2,00E+00;4,75084E+13;Maria Carolina Melo Veloso;Cia Bras.Distrib.;GAM;229431;304 - PA Lago Sul;39;13150;0;0;0;0;1;0;-15,84578;-47,89421
Pedro;20449;10024618;2,00E+00;4,75084E+13;Maria Carolina Melo Veloso;Cia Bras.Distrib.;GAM;317071;1218 - PA 304 Sul;39;20449;0;0;0;0;1;0;-15,80694;-47,89825
Pedro;20713;10008473;2,00E+00;4,75084E+13;Maria Carolina Melo Veloso;Cia Bras.Distrib.;GAM;683655;1219 - PA 308 Sul;39;20713;0;0;0;1;0;0;-15,81456;-47,90769
Pedro;21282;10008375;2,00E+00;4,75084E+13;Maria Carolina Melo Veloso;Cia Bras.Distrib.;GAM;683663;1230 - PA Lago Norte;39;21282;0;0;0;1;0;0;-15,7237867;-47,8868396
Pedro;23760;10024619;2,00E+00;4,75084E+13;Maria Carolina Melo Veloso;Cia Bras.Distrib.;GAM;372161;1228 - PA 406 Sul;39;23760;0;0;0;0;1;0;-15,81983;-47,89455
Pedro;23761;10021606;2,00E+00;4,75084E+13;Maria Carolina Melo Veloso;Cia Bras.Distrib.;GAM;372153;1229 - PA 404 Norte;39;23761;0;0;0;1;0;0;-15,7727484;-47,8751746
Pedro;25621;10021605;2,00E+00;4,75084E+13;Maria Carolina Melo Veloso;Cia Bras.Distrib.;GAM;372145;1233 - PA 508 Norte;39;25621;0;0;0;0;1;0;-15,76344;-47,89094
Pedro;30220;10007237;2,00E+00;4,75084E+13;Maria Carolina Melo Veloso;Cia Bras.Distrib.;GAM;491055;1296 - PA Sudoeste;39;30220;0;0;0;1;0;0;-15,79601;-47,93062
Pedro;33100;10005268;806;63960004430;Maria Carolina Melo Veloso;Sam´S Clube;GAM;579068;Sam S - Sia;39;33100;0;1;0;0;0;0;-15,7887651;-47,9461336
Pedro;44198;10023424;2,00E+00;4,75084E+13;Maria Carolina Melo Veloso;Cia Bras.Distrib.;GAM;772330;2372 - PA Aguas Claras;39;44198;0;0;0;1;0;0;-15,84204;-48,02304
Pedro;49;10017422;1,00E+00;4,55439E+13;Maria Carolina Melo Veloso;Carrefour;GAM;617369;Carrefour Santa Maria;39;49;1;1;1;1;1;1;-16,0469342;-47,9956775
Pedro;35002;10014286;2,00E+00;4,75084E+13;Maria Carolina Melo Veloso;Cia Bras.Distrib.;GOI;581615;2379 - PA Tamandaré;453;35002;0;0;0;0;1;0;-16,683499;-49,264662
Pedro;35003;10013623;2,00E+00;4,75084E+13;Maria Carolina Melo Veloso;Cia Bras.Distrib.;GOI;581623;2378 - PA T63 St Bueno;453;35003;0;0;0;0;1;0;-16,71474;-49,26979
Pedro;3520;10020205;2,00E+00;4,75084E+13;Maria Carolina Melo Veloso;Cia Bras.Distrib.;GOI;729787;357 - PA T68 Vaca Brava;453;3520;0;0;0;0;1;0;-16,710109;-49,272862
Pedro;88977;10012275;2,00E+00;4,75084E+13;Maria Carolina Melo Veloso;Cia Bras.Distrib.;GOI;705802;1018 - PA Flamboyant;453;88977;0;0;0;0;1;0;-16,696878;-49,24409
Pedro;35001;10014919;806;63960005240;Maria Carolina Melo Veloso;Sam´S Clube;GOI;581178;Sams Club Goiania;453;35001;1;1;1;1;1;1;-16,707984;-49,232382
Kelson;61779;10005889;1,00E+00;4,55439E+13;Maria Carolina Melo Veloso;Carrefour;MAN;365467;Carrefour/Manpar-Flores;849;61779;0;0;1;0;0;0;-3,0773963;-60,0220547
Kelson;97174;10017562;1,00E+00;4,55439E+13;Maria Carolina Melo Veloso;Carrefour;MAN;537020;Carrefour Dom Pedro;849;97174;0;0;1;0;0;0;-3,0912288;-60,0499268
Kelson;10000;10014010;1,00E+00;4,55439E+13;Maria Carolina Melo Veloso;Carrefour;MAN;628697;Carrefour Adrianopolis;849;10000;1;0;1;0;0;0;-3,10506;-60,01194
Kelson;54026;10006441;1,00E+00;4,55439E+13;Maria Carolina Melo Veloso;Carrefour;MAN;365491;Carrefour/Shopping-Chapada;849;54026;1;0;1;0;0;0;-3,09378;-60,02174
Pedro;33335;10028955;1,58E+03;1,59145E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;842605;Ultrabox Ade;39;33335;0;1;0;0;0;0;-15,8760857;-48,0197
Pedro;44383;10040502;1,58E+03;1,31973E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;967653;Ultrabox Aguas Lindas;39;44383;0;1;0;0;0;0;-15,7543646;-48,2552572
Pedro;44487;10046792;1,58E+03;4,90012E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;1035606;Ultrabox Brasilinha;39;44487;0;1;0;0;0;0;-15,466331;-47,6020077
Pedro;44397;10041285;1,58E+03;4,41876E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;975931;Ultrabox Brazlandia;39;44397;0;1;0;0;0;0;-15,6837473;-48,1968126
Pedro;44207;10025174;1,58E+03;1,31973E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;791083;Ultrabox Ceilandia;39;44207;0;1;0;0;0;0;-15,83734;-48,11124
Pedro;69774;10033878;1,58E+03;3,38259E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;894893;Ultrabox Ceilandia Norte;39;69774;0;1;0;0;0;0;-15,801798;-48,123589
Pedro;44412;10041672;1,58E+03;4,60621E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;979899;Ultrabox Cnb 12;39;44412;0;1;0;0;0;0;-15,8219507;-48,0622966
Pedro;33580;10033128;1,58E+03;3,37971E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;887110;Ultrabox Estrutural;39;33580;0;1;0;0;0;0;-15,78695;-47,987
Pedro;44172;10019809;1,58E+03;1,3683E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;725110;Ultrabox Gama;39;44172;0;1;0;0;0;0;-15,96509;-48,02281
Pedro;44382;10040501;1,58E+03;3,38259E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;967688;Ultrabox Recanto;39;44382;0;1;0;0;0;0;-15,9033967;-48,07053
Pedro;44429;10043108;1,58E+03;3,38259E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;994774;Ultrabox Samambaia;39;44429;0;1;0;0;0;0;-15,8752869;-48,075443
Pedro;44232;10027177;1,58E+03;1,31973E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;821020;Ultrabox Santa Maria;39;44232;0;1;0;0;0;0;-16,048301;-47,970187
Pedro;44285;10036873;1,58E+03;3,81602E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;923788;Ultrabox Sao Sebastiao;39;44285;0;1;0;0;0;0;-15,8927;-47,78237
Pedro;44396;10041276;1,58E+03;4,53994E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;975842;Ultrabox Sol Nascente;39;44396;0;1;0;0;0;0;-15,8282889;-48,1360037
Pedro;33579;10033129;1,58E+03;3,38064E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;887102;Ultrabox Arapoangas;39;33579;0;0;1;0;0;0;-15,64006;-47,652
Pedro;44180;10021058;1,58E+03;1,31973E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;742953;Ultrabox Colorado;39;44180;0;0;1;0;0;0;-15,65947;-47,84418
Pedro;44092;10007268;1,58E+03;5,07405E+12;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;587877;Ultrabox Eptg;39;44092;0;0;1;0;0;0;-15,81549;-48,01083
Pedro;44333;10034226;1,58E+03;3,3826E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;898210;Ultrabox Itapoa;39;44333;0;0;1;0;0;0;-15,7540142;-47,7714918
Pedro;44398;10041286;1,58E+03;3,3826E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;975940;Ultrabox Paranoa;39;44398;0;0;1;0;0;0;-15,7685706;-47,7856928
Pedro;44169;10019434;1,58E+03;1,31973E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;720305;Ultrabox Planaltina Br020;39;44169;0;0;1;0;0;0;-15,60309;-47,68136
Pedro;44555;10028784;1,58E+03;1,31973E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;841072;Ultrabox Sobradinho;39;44555;0;0;1;0;0;0;-15,64812;-47,79933
Pedro;44475;10045364;1,58E+03;5,15634E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;1021125;Ultrabox Taguatinga Sul;39;44475;0;0;1;0;0;0;-15,8402217;-48,0508133
Pedro;44496;10047137;1,58E+03;3,37971E+13;Maria Carolina Melo Veloso;Ultrabox Atacado;GAM;1039113;Ultrabox Vicente Pires;39;44496;0;0;1;0;0;0;-15,8028843;-48,0430382
Pedro;44390;10041075;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;973602;Dona De Casa 111 Norte;39;44390;0;0;1;0;0;0;-15,7528326;-47,8900658
Pedro;27806;10035922;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;913944;Dona De Casa 213 Norte;39;27806;0;0;1;0;0;0;-15,74540919;-47,88634899
Pedro;44391;10041076;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;973610;Dona De Casa 216 Norte;39;44391;0;0;1;0;0;0;-15,738404;-47,8888264
Pedro;35969;10035924;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;913960;Dona De Casa 306 Norte;39;35969;0;0;1;0;0;0;-15,7685603;-47,8865882
Pedro;36161;10035925;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;913979;Dona De Casa 506 Norte;39;36161;0;0;1;0;0;0;-15,7714659;-47,8881052
Pedro;92385;10035930;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;914037;Dona De Casa Candang;39;92385;0;0;1;0;0;0;-15,84908673;-47,95039521
Pedro;92380;10035928;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;914010;Dona De Casa Guara;39;92380;0;0;1;0;0;0;-15,84131;-47,98071
Pedro;44431;10043526;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;998931;D De Casa Jd Botanic;39;44431;0;0;1;0;0;0;-16,0234622;-48,0489801
Pedro;44388;10041073;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;973580;Dona De Casa Qi 15 Lago Sul;39;44388;0;0;1;0;0;0;-15,8508316;-47,8768758
Pedro;92407;10035932;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;914053;Dona De Casa Sobradi;39;92407;0;0;1;0;0;0;-15,65189;-47,80162
Pedro;44418;10042045;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;983667;Dona De Casa Vicente Pires;39;44418;0;0;1;0;0;0;-15,7949905;-48,0506858
Pedro;44432;10043528;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;999113;D De Casa Solar De B;39;44432;0;0;1;0;0;0;-15,8355082;-47,8032994
Pedro;44282;10036716;1,58E+03;6,14151E+12;Maria Carolina Melo Veloso;Big Box Varejo;GAM;922269;Big Box 211 Norte;39;44282;0;0;0;1;0;0;-15,7513275;-47,8840921
Pedro;30892;10019057;1,58E+03;3,69687E+12;Maria Carolina Melo Veloso;Big Box Varejo;GAM;515132;Big Box 402n;39;30892;0;0;0;1;0;0;-15,779908;-47,8743915
Pedro;32061;10016896;1,58E+03;6,14151E+12;Maria Carolina Melo Veloso;Big Box Varejo;GAM;539252;Big Box 408n;39;32061;0;0;0;1;0;0;-15,75926;-47,87849
Pedro;30218;10016214;1,58E+03;4,05911E+12;Maria Carolina Melo Veloso;Big Box Varejo;GAM;487457;Big Box 412 Sul;39;30218;0;0;0;1;0;0;-15,83187;-47,91094
Pedro;89058;10030747;1,58E+03;1,59145E+13;Maria Carolina Melo Veloso;Big Box Varejo;GAM;861049;Big Box 508 Sul;39;89058;0;0;0;1;0;0;-15,81416;-47,90688
Pedro;33337;10032407;1,58E+03;2,42092E+13;Maria Carolina Melo Veloso;Big Box Varejo;GAM;878464;Big Box 513 Sul;39;33337;0;0;0;1;0;0;-15,81995;-47,9163
Pedro;44193;10022669;1,58E+03;2,2791E+13;Maria Carolina Melo Veloso;Big Box Varejo;GAM;764779;Big Box Paineiras;39;44193;0;0;0;1;0;0;-15,83669;-48,0319
Pedro;44389;10041074;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;973599;Dona De Casa 303 Norte;39;44389;0;0;0;1;0;0;-15,7802702;-47,8851299
Pedro;92382;10035929;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;914029;Dona De Casa Araucarias;39;92382;0;0;0;1;0;0;-15,83636;-48,01288
Pedro;93759;10035933;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;914061;Dona De Casa Arniqueiras;39;93759;0;0;0;1;0;0;-15,85909;-47,99941
Pedro;36608;10035926;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;913987;Dona De Casa Castanheiras;39;36608;0;0;0;1;0;0;-15,8357883;-48,0183149
Pedro;44470;10045242;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;1019945;Dona De Casa 502s;39;44470;0;0;0;1;0;0;-15,8019447;-47,894045
Pedro;92386;10035931;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;914045;Dona De Casa Sudoest;39;92386;0;0;0;1;0;0;-15,8030533;-47,92875
Pedro;44266;10035958;1,83E+03;1,18325E+13;Maria Carolina Melo Veloso;Dona De Casa;GAM;914592;Dona De Casa Taguatinga;39;44266;0;0;0;1;0;1;-15,81042;-48,06926
Pedro;44602;10031620;1,58E+03;3,21489E+13;Maria Carolina Melo Veloso;Big Box Varejo;GAM;870153;Big Box 105 Sw;39;44602;0;0;0;0;1;0;-15,8069;-47,933
Pedro;11020;10015922;1,58E+03;6,37793E+11;Maria Carolina Melo Veloso;Big Box Varejo;GAM;372315;Big Box 106n;39;11020;0;0;0;0;1;0;-15,77103;-47,88441
Pedro;33334;10028954;1,58E+03;3,69687E+12;Maria Carolina Melo Veloso;Big Box Varejo;GAM;842591;Big Box 208n;39;33334;0;0;0;0;1;0;-15,7632697;-47,8804622
Pedro;33333;10028639;1,58E+03;3,69687E+12;Maria Carolina Melo Veloso;Big Box Varejo;GAM;836540;Big Box 310n;39;33333;0;0;0;0;1;0;-15,7564621;-47,8907868
Pedro;44474;10045363;1,58E+03;6,14151E+12;Maria Carolina Melo Veloso;Big Box Varejo;GAM;1021117;Big Box 314n;39;44474;0;0;0;0;1;0;-15,744368;-47,8954085
Pedro;36;10018676;1,58E+03;9,25416E+12;Maria Carolina Melo Veloso;Big Box Varejo;GAM;616877;Big Box 503 Sul;39;36;0;0;0;0;1;0;-15,8039;-47,896
Pedro;44349;10038816;1,58E+03;2,2791E+13;Maria Carolina Melo Veloso;Big Box Varejo;GAM;946010;Big Box Castanheiras;39;44349;0;0;0;0;1;0;-15,8337267;-48,01515
